sifra,vrsta_dela,lokacija,neto_placilo,trajanje,delovnik,prosta_mesta
375799,DELO V PROIZVODNJI,SLADKI VRH,6.34 €/h neto,PO DOGOVORU ,IZMENSKO,4

375818,POMOČ V STREŽBI,KRANJ,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

375828,POMOČ V KUHINJI,LJUBLJANA,6.50 €/h neto,PO DOGOVORU,IZMENSKO,

375848,STREŽBA,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

375852,RAČUNOVODSKA DELA,ŠKOFJA LOKA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

375876,STREŽBA,LJUBLJANA - RUDNIK,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

375901,PRODAJA,LJUBLJANA - BTC,5.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

375902,STREŽBA,ŠKOFLJICA,6.76 €/h neto,PO DOGOVORU,PO DOGOVORU,

375983,POMOČ V KUHINJI,LJUBLJANA BTC,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

376003,STREŽBA HRANE IN PIJAČE,VUZENICA,6.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

376006,PROGRAMIRANJE,LJUBLJANA CENTER,8.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376023,ZDRAVSTVENI TEHNIK,ZGORNJI BRNIK,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376035,STREŽBA,VERŽEJ,6.50 €/h neto,PO DOGOVORU,PO DOGOVORU,2

376051,DELO NA BENCINSKEM SERVISU,SLOVENJSKE KONJICE,5.27 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

376107,ZDRAVSTVENA NEGA,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376112,STROKOVNO DELO,IDRIJA,6.58 €/h neto,PO DOGOVORU,DOPOLDAN,5

376137,PISMONOŠA,ŠENČUR,6.76 €/h neto,PO DOGOVORU,POPOLDAN,2

376184,DELO V PROIZVODNJI,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

376200,STREŽBA,ZGORNJA KUNGOTA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

376203,STREŽBA,"PTUJ, DESTRNIK",6.00 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",PO DOGOVORU,2

376212,POMOČ V STREŽBI,ZAGRADEC,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

376227,ELEKTROTEHNIČNA DELA,GROSUPLJE,6.17 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

376283,POMOČ V STREŽBI,PODČETRTEK,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

376296,DELO V PROIZVODNJI,MENGEŠ,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

376298,KURIR/KA,LJUBLJANA,5.50 €/h neto,PO DOGOVORU,PO DOGOVORU,3

376306,STREŽBA,DOMŽALE,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

376324,STREŽBA HRANE IN PIJAČE,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

376326,STREŽBA,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376343,ELEKTROTEHNIČNA DELA,POSLOVNA CONA ŽEJE PRI KOMENDI,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376345,ELEKTROTEHNIČNA DELA,POSLOVNA CONA ŽEJE PRI KOMENDI,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376346,ELEKTROTEHNIČNA DELA,POSLOVNA CONA ŽEJE PRI KOMENDI,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376349,STREŽBA,ZAGORJE OB SAVI,5.70 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376366,STREŽBA HRANE IN PIJAČE,KOPER,7.27 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,10

376371,ZDRAVSTVENA NEGA,LJUBLJANA,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376401,STREŽBA,ZGORNJA POLSKAVA,6.00 €/h neto,PO DOGOVORU,IZMENSKO,

376414,DELO NA TERENU,MARIBOR,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,10

376421,STREŽBA,DOB,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376435,STREŽBA,IZOLA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376438,STREŽBA,NAZARJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376458,SOBAR/ICA,BLED,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO) OZ. PO DOGOVORU,DOPOLDAN,

376525,DELO V SKLADIŠČU,ZGORNJI BRNIK,10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

376536,GRADBENA DELA,SEVNICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376552,LEPLJENJE,MARIBOR,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376556,DELO V PROIZVODNJI,KAMNIK,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,10

376557,DELO V PROIZVODNJI,LJUBLJANA,7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,30

376581,STREŽBA,TRBOVLJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376585,STREŽBA,PREVALJE,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

376610,DELO S STRANKAMI,NOVA VAS NA BLOKAH,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

376673,DELO NA RECEPCIJI,KRANJSKA GORA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376688,STREŽBA HRANE IN PIJAČE,LESCE,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,15

376718,STREŽBA,ZGORNJA LOŽNICA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

376733,RAČUNALNIŠKE STORITVE,LJUBLJANA,5.70 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

376737,ADMINISTRATIVNA DELA,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376748,HOSTES/A,MARIBOR,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

376750,HOSTES/A,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

376790,DELO V ZDRAVSTVU,SREDNJA VAS V BOHINJU,7.00 €/h neto,PO DOGOVORU,IZMENSKO,2

376805,POUČEVANJE,LJUBLJANA,9.33 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

376828,TRŽENJE,LJUBLJANA,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376893,PROGRAMIRANJE,LJUBLJANA,9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

376896,MONTAŽA,CELJE IN OKOLICA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

376906,STREŽBA HRANE IN PIJAČE,ŠKOFJA LOKA,8.45 €/h neto,PO DOGOVORU ,MED VIKENDI,2

376958,STREŽBA HRANE IN PIJAČE,LJUBLJANA ČRNUČE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

376959,ADMINISTRATIVNA DELA,GROSUPLJE,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376960,DELO V DELAVNICI,TREBNJE,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376961,DELO V FARMACIJI,GROSUPLJE,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

376969,POMOČ V STREŽBI,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

376999,STREŽBA,KRANJ,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377023,DELO V TURIZMU,VOGEL,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377026,POMOČ UPORABNIKOM,LJUBLJANA,5.98 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

377036,POMOČ V STREŽBI,LIPICA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377037,POMOČ V KUHINJI,LIPICA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377045,DELO NA RECEPCIJI,SEČOVLJE,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377060,MARKETING,LJUBLJANA,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

377063,ADMINISTRATIVNA DELA,LJUBLJANA / OD DOMA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

377075,STREŽBA,TRZIN,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377076,POMOČ V STREŽBI,LJUBLJANA CENTER,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377078,POMOČ V KUHINJI,LJUBLJANA CENTER,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

377079,STREŽBA,LJUBLJANA CENTER,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377087,TEŽJA FIZIČNA DELA,AJDOVŠČINA,6.76 €/h neto,PO DOGOVORU,IZMENSKO,2

377088,STREŽBA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

377100,STREŽBA,MARIBOR,6.00 €/h neto,PO DOGOVORU,IZMENSKO,3

377103,PORTIR/KA,KOPER,5.49 €/h neto,PO DOGOVORU,PO DOGOVORU,2

377222,PRODAJA,LJUBLJANA BTC,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

377230,STREŽBA HRANE IN PIJAČE,MARIBOR CENTER,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

377234,DELO V PROIZVODNJI,"MEDVODE, ŠKOFJA LOKA",5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,10

377249,PROGRAMIRANJE,MARIBOR,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377250,ASISTENT/KA,LJUBLJANA,5.89 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377261,INŠTRUKCIJE,LJUBLJANA,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377264,STREŽBA,CIRKOVCE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377276,DELO V PROIZVODNJI,CELJE,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

377286,PROMOCIJA,OSREDNJA SLOVENIJA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

377288,STREŽBA,PIRAN,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377320,BLAGAJNIK,IDRIJA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377351,STREŽBA,HRPELJE,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

377361,ZDRAVSTVENA NEGA,IZOLA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

377363,STREŽBA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377371,ELEKTROTEHNIČNA DELA,MEDVODE,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,5

377375,TEHNIČNA POMOČ,KRANJ,5.32 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377392,STREŽBA,LJUBLJANA SNEBERJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377398,SOBAR/ICA,BLED,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

377443,MARKETING,LJUBLJANA BTC,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

377487,POMOČ V STREŽBI,MOZIRJE,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

377488,STREŽBA,KOPER,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

377529,DELO V KUHINJI,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,IZMENSKO,3

377530,ČIŠČENJE,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,IZMENSKO,

377543,STREŽBA HRANE IN PIJAČE,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377550,INŠTRUKCIJE,"LJUBLJANA, MARIBOR, CELJE, NOVA GORICA, NOVO MESTO",9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

377561,STREŽBA,ŠENTILJ,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

377562,INŠTRUKCIJE,"LJUBLJANA, MARIBOR, CELJE, NOVA GORICA, NOVO MESTO",9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

377563,INŠTRUKCIJE,"LJUBLJANA, MARIBOR, CELJE, NOVA GORICA, NOVO MESTO",9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

377564,INŠTRUKCIJE,"LJUBLJANA, MARIBOR, CELJE, NOVA GORICA, NOVO MESTO",9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

377565,INŠTRUKCIJE,"LJUBLJANA, MARIBOR, CELJE, NOVA GORICA, NOVO MESTO",9.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,3

377576,HOSTES/A,RAZLIČNI KRAJI PO SLOVENIJI,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

377590,STROKOVNO DELO,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

377594,POMOČ V STREŽBI,IVANJKOVCI,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

377622,ZLAGANJE,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

377655,GRADBENA DELA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377669,DELO V PROIZVODNJI,LJUBLJANA,6.34 €/h neto,PO DOGOVORU,IZMENSKO,2

377678,STREŽBA,LJUBLJANA MOSTE,8.00 €/h neto,PO DOGOVORU,IZMENSKO,2

377698,STREŽBA,PETELINJE - PIVKA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377706,ELEKTROTEHNIČNA DELA,ZGORNJA LUŠA,8.00 €/h neto,PO DOGOVORU,DOPOLDAN,2

377751,STROKOVNO DELO,MENGEŠ,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

377759,DELO NA RECEPCIJI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377765,STREŽBA,LJUTOMER,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

377774,STREŽBA,ROGAŠKA SLATINA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377781,POUČEVANJE,"TRBOVLJE, HRASTNIK",7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377782,POUČEVANJE,"LITIJA, ŠMARTNO PRI LITIJI",7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377804,POMOČ V KUHINJI,KRANJSKA GORA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,3

377806,ZDRAVSTVENA NEGA,PODKUM,5.98 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

377808,DELO V KUHINJI,KRANJSKA GORA,7.50 €/h neto,PO DOGOVORU,IZMENSKO,2

377812,FIZIČNA DELA,ŽABNICA,5.92 €/h neto,PO DOGOVORU,IZMENSKO,

377815,ČIŠČENJE,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

377817,MASER/KA,RIMSKE TOPLICE,7.00 €/h neto,PO DOGOVORU,IZMENSKO,2

377839,INŠTRUKCIJE,GROSUPLJE,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377840,INŠTRUKCIJE,LJUBLJANA,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377841,INŠTRUKCIJE,MARIBOR,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377842,INŠTRUKCIJE,KOPER,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377843,INŠTRUKCIJE,LJUBLJANA,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

377844,STREŽBA HRANE IN PIJAČE,LJUBNO,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377854,DELO V KUHINJI,IZOLA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377857,POUČEVANJE,MARIBOR IN OD DOMA,8.87 €/h neto,PO DOGOVORU,POPOLDAN,5

377866,STREŽBA,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

377870,GRADBENA DELA,"DOMŽALE, TROJANE",7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

377873,INŠTRUKCIJE,BLED,9.00 €/h neto,PO DOGOVORU,POPOLDAN,

377874,INŠTRUKCIJE,BLED,8.00 €/h neto,PO DOGOVORU,POPOLDAN,

377885,STREŽBA HRANE IN PIJAČE,OBALA,8.45 €/h neto,PO DOGOVORU,PO DOGOVORU,5

377886,DELO NA BENCINSKEM SERVISU,LJUBLJANA BTC,6.08 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377894,POMOČ V TRGOVINI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377901,BLAGAJNIK,KRANJ,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377909,LAŽJA FIZIČNA DELA,BLED,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

377971,STREŽBA,KOPER,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

377979,DEKLARIRANJE,LJUBLJANA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,5

377987,POUČEVANJE,PTUJ Z OKOLICO,8.00 €/h neto,"OD 1. 9. 2022, PO POTREBI",POPOLDAN,2

377996,MERITVE,LJUBLJANA,6.08 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

378001,ANIMATOR/KA,LJUBLJANA BTC,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

378006,STREŽBA HRANE IN PIJAČE,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

378012,POMOČ UPORABNIKOM,MISLINJA,5.98 €/h neto,"OBČASNO, PO DOGOVORU",PO DOGOVORU,

378029,BLAGAJNIK,IVANČNA GORICA,6.76 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,

378047,PRODAJA,LJUBLJANA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

378071,ZDRAVSTVENA NEGA,KLINIKA GOLNIK,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

378095,DELO V ZDRAVSTVU,MULJAVA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

378109,STREŽBA HRANE IN PIJAČE,MARIBOR,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

378144,STREŽBA,MARIBOR - TABOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

378148,PRODAJA,GROSUPLJE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

378149,ELEKTROTEHNIČNA DELA,GROSUPLJE,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

378168,PROGRAMIRANJE,OD DOMA,9.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

378173,STREŽBA,KRANJSKA GORA,8.50 €/h neto,PO DOGOVORU,DOPOLDAN,

378191,POMOČ V STREŽBI,PORTOROŽ,6.32 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

378195,DELO NA RECEPCIJI,LJUBLJANA CENTER,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

378203,DELO NA TERENU,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,DOPOLDAN,2

378214,GRADBENA DELA,NA TERENU,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

378221,DELO NA RECEPCIJI,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,3

378240,STREŽBA,IZOLA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

378264,VADITELJ/ICA,GROSUPLJE,10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

378265,VADITELJ/ICA,"RIBNICA, SODRAŽICA",10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

378268,STREŽBA HRANE IN PIJAČE,SLOVENSKE KONJICE,5.49 €/h neto,PO DOGOVORU,PO DOGOVORU,

378278,KURIR/KA,SLOVENSKA BISTRICA,8.00 €/h neto,PO DOGOVORU,DOPOLDAN,5

378279,DELO V PROIZVODNJI,MENGEŠ,6.00 €/h neto,PO DOGOVORU ,DOPOLDAN,3

378296,KURIR/KA,PTUJ,8.00 €/h neto,PO DOGOVORU,DOPOLDAN,5

378297,STREŽBA,POSTOJNA - RAVBARKOMANDA,6.76 €/h neto,PO DOGOVORU,IZMENSKO,2

378298,POMOČ V KUHINJI,POSTOJNA - RAVBARKOMANDA,6.34 €/h neto,PO DOGOVORU,IZMENSKO,2

378301,ADMINISTRATIVNA DELA,LENDAVA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

378313,ASISTENT/KA,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

378323,RAZVOZ,CERKLJE NA GORENJSKEM,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

378338,DELO V KUHINJI,CELJE,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

378339,STREŽBA HRANE IN PIJAČE,CELJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

378340,STREŽBA,CELJE,10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,2

378344,ZDRAVSTVENI TEHNIK,MARIBOR - SLOVENIJA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

378349,DELO V PROIZVODNJI,SLOVENSKA BISTRICA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

378357,ČIŠČENJE,KIDRIČEVO,6.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

378367,DELO V KUHINJI,MOŠNJE,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

378383,STREŽBA,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

378389,DELO V DELAVNICI,LJUBLJANA ŠENTVID,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

378390,ELEKTROTEHNIČNA DELA,MENGEŠ,7.60 €/h neto,DO SREDINE NOVEMBRA 2022,DOPOLDAN,2

378419,MONTAŽA,MEDVODE IN NA TERENU,7.00 €/h neto,PO DOGOVORU,DOPOLDAN,2

378439,POMOČ PRI PRODAJI,VRHNIKA,5.77 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

378440,STREŽBA,VRHNIKA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

378443,STREŽBA,RADOMLJE,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,

378448,STREŽBA HRANE IN PIJAČE,MARIBOR,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

378473,KOZMETIČNE STORITVE,OTOČEC,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

